ID_AGENCY;Agency Name;Agency Type
AGG_001324;Ste. Genevieve;Municipal Police
AGG_001325;Marshall;Municipal Police
AGG_001326;Schuyler;Sheriff
AGG_001327;Sikeston;Municipal Police
AGG_001328;Stoddard;Sheriff
AGG_001329;Advance;Municipal Police
AGG_001330;Stone;Sheriff
AGG_001331;Branson;Municipal Police
AGG_001332;Texas;Sheriff
AGG_001333;Cabool;Municipal Police
AGG_001334;Potosi;Municipal Police
AGG_001335;St. Louis;Municipal Police
AGG_001336;Natchez;Municipal Police
AGG_001337;Corinth;Municipal Police
AGG_001338;Kosciusko;Municipal Police
AGG_001339;Cleveland;Municipal Police
AGG_001340;Claiborne;Sheriff
AGG_001341;Port Gibson;Municipal Police
AGG_001342;Coahoma;Sheriff
AGG_001343;Collins;Municipal Police
AGG_001344;Desoto;Sheriff
AGG_001345;Southaven;Municipal Police
AGG_001346;Olive Branch;Municipal Police
AGG_001347;Hattiesburg;Municipal Police
AGG_001348;Lucedale;Municipal Police
AGG_001349;Grenada;Municipal Police
AGG_001350;Harrison;Sheriff
AGG_001351;Gulfport;Municipal Police
AGG_001352;Hinds;Sheriff
AGG_001353;Moss Point;Municipal Police
AGG_001354;Pascagoula;Municipal Police
AGG_001355;Heidelberg;Municipal Police
AGG_001356;Laurel;Municipal Police
AGG_001357;University of Mississippi: Oxford;Special Police
AGG_001358;Lamar;Sheriff
AGG_001359;Tupelo;Municipal Police
AGG_001360;Leflore;Sheriff
AGG_001361;Brookhaven;Municipal Police
AGG_001362;Canton;Municipal Police
AGG_001363;Ridgeland;Municipal Police
AGG_001364;Marion;Sheriff
AGG_001365;Holly Springs;Municipal Police
AGG_001366;Batesville;Municipal Police
AGG_001367;Pearl River;Sheriff
AGG_001368;Picayune;Municipal Police
AGG_001369;Rankin;Sheriff
AGG_001370;Magee;Municipal Police
AGG_001371;Wiggins;Municipal Police
AGG_001372;Tate;Sheriff
AGG_001373;Tippah;Sheriff
AGG_001374;Tunica;Sheriff
AGG_001375;Vicksburg;Municipal Police
AGG_001376;Leland;Municipal Police
AGG_001377;Dillon;Municipal Police
AGG_001378;Chinook;Municipal Police
AGG_001379;Cascade;Sheriff
AGG_001380;Great Falls;Municipal Police
AGG_001381;Deer Lodge;Municipal Police
AGG_001382;Kalispell;Municipal Police
AGG_001383;Gallatin;Sheriff
AGG_001384;Bozeman;Municipal Police
AGG_001385;Havre;Municipal Police
AGG_001386;Helena;Municipal Police
AGG_001387;Roosevelt;Sheriff
AGG_001388;Silver Bow;Sheriff
AGG_001389;Sweet Grass;Sheriff
AGG_001390;Yellowstone;Sheriff
AGG_001391;Billings;Municipal Police
AGG_001392;Hastings;Municipal Police
AGG_001393;Grand Island;Municipal Police
AGG_001394;Lincoln;Municipal Police
AGG_001395;Pawnee;Sheriff
AGG_001396;Papillion;Municipal Police
AGG_001397;State Patrol: Richardson County;State Police
AGG_001398;Alamance;Sheriff
AGG_001399;Alexander;Sheriff
AGG_001400;Taylorsville;Municipal Police
AGG_001401;Anson;Sheriff
AGG_001402;Windsor;Municipal Police
AGG_001403;Bladen;Sheriff
AGG_001404;Elizabethtown;Municipal Police
AGG_001405;Brunswick;Sheriff
AGG_001406;Oak Island;Municipal Police
AGG_001407;Buncombe;Sheriff
AGG_001408;Asheville;Municipal Police
AGG_001409;Woodfin;Municipal Police
AGG_001410;Morganton;Municipal Police
AGG_001411;Drexel;Municipal Police
AGG_001412;Cabarrus;Sheriff
AGG_001413;Kannapolis;Municipal Police
AGG_001414;Caldwell;Sheriff
AGG_001415;Lenoir;Municipal Police
AGG_001416;Morehead City;Municipal Police
AGG_001417;Catawba;Sheriff
AGG_001418;Hickory;Municipal Police
AGG_001419;Chatham;Sheriff
AGG_001420;Andrews;Municipal Police
AGG_001421;Cleveland;Sheriff
AGG_001422;Kings Mountain;Municipal Police
AGG_001423;Shelby;Municipal Police
AGG_001424;Columbus;Sheriff
AGG_001425;Cumberland;Sheriff
AGG_001426;Fayetteville;Municipal Police
AGG_001427;Spring Lake;Municipal Police
AGG_001428;Currituck;Sheriff
AGG_001429;Davidson;Sheriff
AGG_001430;Davie;Sheriff
AGG_001431;Duplin;Sheriff
AGG_001432;Wallace;Municipal Police
AGG_001433;Durham;Sheriff
AGG_001434;Durham;Municipal Police
AGG_001435;Edgecombe;Sheriff
AGG_001436;Rocky Mount;Municipal Police
AGG_001437;Winston-Salem;Municipal Police
AGG_001438;Gaston County;County Police
AGG_001439;Gastonia;Municipal Police
AGG_001440;Mount Holly;Municipal Police
AGG_001441;Graham;Sheriff
AGG_001442;Granville;Sheriff
AGG_001443;Guilford;Sheriff
AGG_001444;Greensboro;Municipal Police
AGG_001445;High Point;Municipal Police
AGG_001446;Halifax;Sheriff
AGG_001447;Roanoke Rapids;Municipal Police
AGG_001448;Harnett;Sheriff
AGG_001449;Lillington;Municipal Police
AGG_001450;Haywood;Sheriff
AGG_001451;Hendersonville;Municipal Police
AGG_001452;Hertford;Sheriff
AGG_001453;Ahoskie;Municipal Police
AGG_001454;Hoke;Sheriff
AGG_001455;Iredell;Sheriff
AGG_001456;Statesville;Municipal Police
AGG_001457;Sylva;Municipal Police
AGG_001458;Johnston;Sheriff
AGG_001459;Smithfield;Municipal Police
AGG_001460;Jones;Sheriff
AGG_001461;Lenoir;Sheriff
AGG_001462;Kinston;Municipal Police
AGG_001463;Lincolnton;Municipal Police
AGG_001464;Mcdowell;Sheriff
AGG_001465;Macon;Sheriff
AGG_001466;Charlotte-Mecklenburg;Municipal Police
AGG_001467;Pineville;Municipal Police
AGG_001468;Matthews;Municipal Police
AGG_001469;Moore;Sheriff
AGG_001470;Southern Pines;Municipal Police
AGG_001471;Nash;Sheriff
AGG_001472;Northampton;Sheriff
AGG_001473;Onslow;Sheriff
AGG_001474;Chapel Hill;Municipal Police
AGG_001475;Pasquotank;Sheriff
AGG_001476;Elizabeth City;Municipal Police
AGG_001477;Perquimans;Sheriff
AGG_001478;Person;Sheriff
AGG_001479;Pitt;Sheriff
AGG_001480;Ayden;Municipal Police
AGG_001481;Farmville;Municipal Police
AGG_001482;Asheboro;Municipal Police
AGG_001483;Hamlet;Municipal Police
AGG_001484;Robeson;Sheriff
AGG_001485;Lumberton;Municipal Police
AGG_001486;Pembroke;Municipal Police
AGG_001487;Rockingham;Sheriff
AGG_001488;Reidsville;Municipal Police
AGG_001489;Landis;Municipal Police
AGG_001490;Rutherford;Sheriff
AGG_001491;Sampson;Sheriff
AGG_001492;Scotland;Sheriff
AGG_001493;Albemarle;Municipal Police
AGG_001494;King;Municipal Police
AGG_001495;Surry;Sheriff
AGG_001496;Bryson City;Municipal Police
AGG_001497;Stallings;Municipal Police
AGG_001498;Vance;Sheriff
AGG_001499;Henderson;Municipal Police
AGG_001500;Wake;Sheriff
AGG_001501;Raleigh;Municipal Police
AGG_001502;Wendell;Municipal Police
AGG_001503;Goldsboro;Municipal Police
AGG_001504;Wilkes;Sheriff
AGG_001505;Wilson;Sheriff
AGG_001506;Wilson;Municipal Police
AGG_001507;Valley City;Municipal Police
AGG_001508;Bismarck;Municipal Police
AGG_001509;Fargo;Municipal Police
AGG_001510;Grand Forks;Sheriff
AGG_001511;Mandan;Municipal Police
AGG_001512;Williams;Sheriff
AGG_001513;Belmont;Municipal Police
AGG_001514;Bartlett;Municipal Police
AGG_001515;Campton;Municipal Police
AGG_001516;Hanover;Municipal Police
AGG_001517;Manchester;Municipal Police
AGG_001518;Nashua;Municipal Police
AGG_001519;Epping;Municipal Police
AGG_001520;Absecon;Municipal Police
AGG_001521;Atlantic City;Municipal Police
AGG_001522;Egg Harbor Township;Municipal Police
AGG_001523;Hamilton Township;Municipal Police
AGG_001524;Hammonton;Municipal Police
AGG_001525;Pleasantville;Municipal Police
AGG_001526;East Rutherford;Municipal Police
AGG_001527;Fort Lee;Municipal Police
AGG_001528;Ramsey;Municipal Police
AGG_001529;Teaneck Township;Municipal Police
AGG_001530;Washington Township;Municipal Police
AGG_001531;Burlington Township;Municipal Police
AGG_001532;Cinnaminson Township;Municipal Police
AGG_001533;Willingboro Township;Municipal Police
AGG_001534;Mount Laurel Township;Municipal Police
AGG_001535;Pemberton Township;Municipal Police
AGG_001536;State Police: Burlington County;State Police
AGG_001537;Brooklawn;Municipal Police
AGG_001538;Camden;Municipal Police
AGG_001539;Cherry Hill Township;Municipal Police
AGG_001540;Gloucester City;Municipal Police
AGG_001541;Lindenwold;Municipal Police
AGG_001542;Pennsauken Township;Municipal Police
AGG_001543;State Police: Camden County;State Police
AGG_001544;Middle Township;Municipal Police
AGG_001545;Millville;Municipal Police
AGG_001546;Vineland;Municipal Police
AGG_001547;State Police: Cumberland County;State Police
AGG_001548;Bloomfield;Municipal Police
AGG_001549;East Orange;Municipal Police
AGG_001550;Irvington;Municipal Police
AGG_001551;Livingston Township;Municipal Police
AGG_001552;South Orange;Municipal Police
AGG_001553;Essex County;County Police
AGG_001554;Deptford Township;Municipal Police
AGG_001555;Franklin Township;Municipal Police
AGG_001556;Logan Township;Municipal Police
AGG_001557;National Park;Municipal Police
AGG_001558;Pitman;Municipal Police
AGG_001559;West Deptford Township;Municipal Police
AGG_001560;Bayonne;Municipal Police
AGG_001561;East Newark;Municipal Police
AGG_001562;Harrison;Municipal Police
AGG_001563;Hoboken;Municipal Police
AGG_001564;Jersey City;Municipal Police
AGG_001565;Kearny;Municipal Police
AGG_001566;North Bergen Township;Municipal Police
AGG_001567;Weehawken Township;Municipal Police
AGG_001568;West New York;Municipal Police
AGG_001569;East Windsor Township;Municipal Police
AGG_001570;West Windsor Township;Municipal Police
AGG_001571;Carteret;Municipal Police
AGG_001572;East Brunswick Township;Municipal Police
AGG_001573;Edison Township;Municipal Police
AGG_001574;Middlesex;Municipal Police
AGG_001575;New Brunswick;Municipal Police
AGG_001576;Perth Amboy;Municipal Police
AGG_001577;South Amboy;Municipal Police
AGG_001578;Asbury Park;Municipal Police
AGG_001579;Long Branch;Municipal Police
AGG_001580;Manalapan Township;Municipal Police
AGG_001581;Neptune Township;Municipal Police
AGG_001582;Montville Township;Municipal Police
AGG_001583;Lacey Township;Municipal Police
AGG_001584;Lakewood Township;Municipal Police
AGG_001585;Stafford Township;Municipal Police
AGG_001586;Clifton;Municipal Police
AGG_001587;Passaic;Municipal Police
AGG_001588;Paterson;Municipal Police
AGG_001589;Prospect Park;Municipal Police
AGG_001590;Salem;Municipal Police
AGG_001591;Carney's Point Township;Municipal Police
AGG_001592;Bernards Township;Municipal Police
AGG_001593;Franklin Township (Somerset County);Municipal Police
AGG_001594;North Plainfield;Municipal Police
AGG_001595;Sparta Township;Municipal Police
AGG_001596;Vernon Township;Municipal Police
AGG_001597;Cranford Township;Municipal Police
AGG_001598;Elizabeth;Municipal Police
AGG_001599;Hillside Township;Municipal Police
AGG_001600;Linden;Municipal Police
AGG_001601;Plainfield;Municipal Police
AGG_001602;Rahway;Municipal Police
AGG_001603;Roselle;Municipal Police
AGG_001604;Union Township;Municipal Police
AGG_001605;Lopatcong Township;Municipal Police
AGG_001606;Phillipsburg;Municipal Police
AGG_001607;Bernalillo;Sheriff
AGG_001608;Albuquerque;Municipal Police
AGG_001609;Chaves;Sheriff
AGG_001610;Roswell;Municipal Police
AGG_001611;Raton;Municipal Police
AGG_001612;Dona Ana;Sheriff
AGG_001613;Las Cruces;Municipal Police
AGG_001614;Silver City;Municipal Police
AGG_001615;Hobbs;Municipal Police
AGG_001616;Mora;Sheriff
AGG_001617;Alamogordo;Municipal Police
AGG_001618;Sandoval;Sheriff
AGG_001619;San Juan;Sheriff
AGG_001620;Aztec;Municipal Police
AGG_001621;Farmington;Municipal Police
AGG_001622;Santa Fe;Municipal Police
AGG_001623;Taos;Municipal Police
AGG_001624;Valencia;Sheriff
AGG_001625;Belen;Municipal Police
AGG_001626;Milan;Municipal Police
AGG_001627;New Mexico State Police;State Police
AGG_001628;Churchill;Sheriff
AGG_001629;Las Vegas Metro;County Police
AGG_001630;North Las Vegas;Municipal Police
AGG_001631;Boulder City;Municipal Police
AGG_001632;Mesquite;Municipal Police
AGG_001633;Elko;Sheriff
AGG_001634;West Wendover;Municipal Police
AGG_001635;Winnemucca;Municipal Police
AGG_001636;Lyon;Sheriff
AGG_001637;Nye;Sheriff
AGG_001638;Carson City;Sheriff
AGG_001639;Pershing;Sheriff
AGG_001640;Washoe;Sheriff
AGG_001641;Reno;Municipal Police
AGG_001642;Sparks;Municipal Police
AGG_001643;White Pine;Sheriff
AGG_001644;Wellsville Village;Municipal Police
AGG_001645;Broome;Sheriff
AGG_001646;Binghamton;Municipal Police
AGG_001647;Endicott Village;Municipal Police
AGG_001648;Elmira;Municipal Police
AGG_001649;Plattsburgh City;Municipal Police
AGG_001650;Columbia;Sheriff
AGG_001651;Poughkeepsie;Municipal Police
AGG_001652;Fishkill Town;Municipal Police
AGG_001653;East Fishkill Town;Municipal Police
AGG_001654;Erie;Sheriff
AGG_001655;Buffalo;Municipal Police
AGG_001656;Amherst Town;Municipal Police
AGG_001657;Cheektowaga Town;Municipal Police
AGG_001658;Lancaster Town;Municipal Police
AGG_001659;Malone Village;Municipal Police
AGG_001660;Batavia;Municipal Police
AGG_001661;Catskill Village;Municipal Police
AGG_001662;Watertown;Municipal Police
AGG_001663;Irondequoit Town;Municipal Police
AGG_001664;Greece Town;Municipal Police
AGG_001665;Nassau;Sheriff
AGG_001666;Glen Cove;Municipal Police
AGG_001667;Freeport Village;Municipal Police
AGG_001668;Hempstead Village;Municipal Police
AGG_001669;NYCMTA: Nassau County;Special Police
AGG_001670;New York;Municipal Police
AGG_001671;Lockport;Municipal Police
AGG_001672;Niagara Falls;Municipal Police
AGG_001673;Oneida;Sheriff
AGG_001674;Utica;Municipal Police
AGG_001675;Onondaga;Sheriff
AGG_001676;Syracuse;Municipal Police
AGG_001677;Manlius Town;Municipal Police
AGG_001678;Ontario;Sheriff
AGG_001679;Newburgh;Municipal Police
AGG_001680;New Windsor Town;Municipal Police
AGG_001681;Wallkill Town;Municipal Police
AGG_001682;Otsego;Sheriff
AGG_001683;Rensselaer City;Municipal Police
AGG_001684;Spring Valley Village;Municipal Police
AGG_001685;Clarkstown Town;Municipal Police
AGG_001686;Ramapo Town;Municipal Police
AGG_001687;Massena Village;Municipal Police
AGG_001688;Gouverneur Village;Municipal Police
AGG_001689;Saratoga;Sheriff
AGG_001690;Schenectady;Municipal Police
AGG_001691;Niskayuna Town;Municipal Police
AGG_001692;Schoharie;Sheriff
AGG_001693;Cobleskill Village;Municipal Police
AGG_001694;Corning;Municipal Police
AGG_001695;Suffolk County;County Police
AGG_001696;NYCMTA: Suffolk County;Municipal Police
AGG_001697;Sullivan;Sheriff
AGG_001698;Kingston;Municipal Police
AGG_001699;Ellenville Village;Municipal Police
AGG_001700;Ulster Town;Municipal Police
AGG_001701;Granville Village;Municipal Police
AGG_001702;White Plains;Municipal Police
AGG_001703;Mount Vernon;Municipal Police
AGG_001704;New Rochelle;Municipal Police
AGG_001705;Ossining Village;Municipal Police
AGG_001706;Yonkers;Municipal Police
AGG_001707;Mount Kisco Village;Municipal Police
AGG_001708;New Castle Town;Municipal Police
AGG_001709;Perry Village;Municipal Police
AGG_001710;State Police: Allegany County (A);State Police
AGG_001711;State Police: Broome County (C);State Police
AGG_001712;State Police: Chautauqua County (A);State Police
AGG_001713;State Police: Chemung County (E);State Police
AGG_001714;State Police: Clinton County (B);State Police
AGG_001715;State Police: Dutchess County (K);State Police
AGG_001716;State Police: Greene County (F);State Police
AGG_001717;State Police: Herkimer County (D);State Police
AGG_001718;State Police: Monroe County (E);State Police
AGG_001719;State Police: Oneida County (D);State Police
AGG_001720;State Police: Onondaga County (D);State Police
AGG_001721;State Police: Orange County (F);State Police
AGG_001722;State Police: Oswego County (D);State Police
AGG_001723;State Police: Otsego County (C);State Police
AGG_001724;State Police: Putnam County (K);State Police
AGG_001725;State Police: Saratoga County (G);State Police
AGG_001726;State Police: Sullivan County (F);State Police
AGG_001727;State Police: Tompkins County (C);State Police
AGG_001728;State Police: Westchester County (K);State Police
AGG_001729;Allen;Sheriff
AGG_001730;Bluffton;Municipal Police
AGG_001731;Lima;Municipal Police
AGG_001732;Belmont;Sheriff
AGG_001733;Georgetown;Municipal Police
AGG_001734;Hamilton;Municipal Police
AGG_001735;West Chester Township;Municipal Police
AGG_001736;Pierce Township;Municipal Police
AGG_001737;Liverpool Township;Municipal Police
AGG_001738;Broadview Heights;Municipal Police
AGG_001739;Cleveland Heights;Municipal Police
AGG_001740;Mayfield Village;Municipal Police
AGG_001741;Darke;Sheriff
AGG_001742;Defiance;Municipal Police
AGG_001743;Delaware;Municipal Police
AGG_001744;Fayette;Sheriff
AGG_001745;Washington Court House;Municipal Police
AGG_001746;Gahanna;Municipal Police
AGG_001747;Reynoldsburg;Municipal Police
AGG_001748;Whitehall;Municipal Police
AGG_001749;Xenia;Municipal Police
AGG_001750;Hamilton;Sheriff
AGG_001751;Springfield Township;Municipal Police
AGG_001752;Hardin;Sheriff
AGG_001753;Steubenville;Municipal Police
AGG_001754;Eastlake;Municipal Police
AGG_001755;Willoughby;Municipal Police
AGG_001756;Willowick;Municipal Police
AGG_001757;Elyria;Municipal Police
AGG_001758;Lorain;Municipal Police
AGG_001759;Toledo;Municipal Police
AGG_001760;Austintown;Municipal Police
AGG_001761;Youngstown;Municipal Police
AGG_001762;Piqua;Municipal Police
AGG_001763;Dayton;Municipal Police
AGG_001764;West Carrollton;Municipal Police
AGG_001765;Muskingum;Sheriff
AGG_001766;Windham;Municipal Police
AGG_001767;Preble;Sheriff
AGG_001768;Mansfield;Municipal Police
AGG_001769;Ross;Sheriff
AGG_001770;Perry Township;Municipal Police
AGG_001771;Summit;Sheriff
AGG_001772;Akron;Municipal Police
AGG_001773;Barberton;Municipal Police
AGG_001774;Cuyahoga Falls;Municipal Police
AGG_001775;Twinsburg;Municipal Police
AGG_001776;Girard;Municipal Police
AGG_001777;Niles;Municipal Police
AGG_001778;Champion;Municipal Police
AGG_001779;New Philadelphia;Municipal Police
AGG_001780;Mason;Municipal Police
AGG_001781;Wooster;Municipal Police
AGG_001782;Creston;Municipal Police
AGG_001783;Cincinnati;Special Police
AGG_001784;Ohio State Hghway Patrol;State Police
AGG_001785;Bryan;Sheriff
AGG_001786;El Reno;Municipal Police
AGG_001787;Yukon;Municipal Police
AGG_001788;Mustang;Municipal Police
AGG_001789;Carter;Sheriff
AGG_001790;Ardmore;Municipal Police
AGG_001791;Choctaw;Sheriff
AGG_001792;Hugo;Municipal Police
AGG_001793;Norman;Municipal Police
AGG_001794;Coal;Sheriff
AGG_001795;Lawton;Municipal Police
AGG_001796;Walters;Municipal Police
AGG_001797;Vinita;Municipal Police
AGG_001798;Creek;Sheriff
AGG_001799;Enid;Municipal Police
AGG_001800;Garvin;Sheriff
AGG_001801;Grady;Sheriff
AGG_001802;Chickasha;Municipal Police
AGG_001803;Harmon;Sheriff
AGG_001804;Haskell;Sheriff
AGG_001805;Spiro;Municipal Police
AGG_001806;Guthrie;Municipal Police
AGG_001807;Love;Sheriff
AGG_001808;Mcclain;Sheriff
AGG_001809;Purcell;Municipal Police
AGG_001810;Newcastle;Municipal Police
AGG_001811;Mccurtain;Sheriff
AGG_001812;Idabel;Municipal Police
AGG_001813;Checotah;Municipal Police
AGG_001814;Mayes;Sheriff
AGG_001815;Chouteau;Municipal Police
AGG_001816;Muskogee;Sheriff
AGG_001817;Muskogee;Municipal Police
AGG_001818;Nowata;Sheriff
AGG_001819;Oklahoma;Sheriff
AGG_001820;Del City;Municipal Police
AGG_001821;Edmond;Municipal Police
AGG_001822;Midwest City;Municipal Police
AGG_001823;Oklahoma City;Municipal Police
AGG_001824;The Village;Municipal Police
AGG_001825;Warr Acres;Municipal Police
AGG_001826;Choctaw;Municipal Police
AGG_001827;Okmulgee;Municipal Police
AGG_001828;Ottawa;Sheriff
AGG_001829;Stillwater;Municipal Police
AGG_001830;Pittsburg;Sheriff
AGG_001831;Ada;Municipal Police
AGG_001832;Pushmataha;Sheriff
AGG_001833;Rogers;Sheriff
AGG_001834;Seminole;Municipal Police
AGG_001835;Guymon;Municipal Police
AGG_001836;Tulsa;Sheriff
AGG_001837;Broken Arrow;Municipal Police
AGG_001838;Tulsa;Municipal Police
AGG_001839;Bixby;Municipal Police
AGG_001840;Wagoner;Municipal Police
AGG_001841;Washita;Sheriff
AGG_001842;Woodward;Municipal Police
AGG_001843;Baker City;Municipal Police
AGG_001844;Clackamas;Sheriff
AGG_001845;Gladstone;Municipal Police
AGG_001846;Milwaukie;Municipal Police
AGG_001847;Wilsonville;Municipal Police
AGG_001848;Seaside;Municipal Police
AGG_001849;St. Helens;Municipal Police
AGG_001850;Curry;Sheriff
AGG_001851;Brookings;Municipal Police
AGG_001852;Deschutes;Sheriff
AGG_001853;Bend;Municipal Police
AGG_001854;Hood River;Municipal Police
AGG_001855;Madras;Municipal Police
AGG_001856;Josephine;Sheriff
AGG_001857;Grants Pass;Municipal Police
AGG_001858;Klamath Falls;Municipal Police
AGG_001859;Lane;Sheriff
AGG_001860;Eugene;Municipal Police
AGG_001861;Veneta;Municipal Police
AGG_001862;Linn;Sheriff
AGG_001863;Malheur;Sheriff
AGG_001864;Stayton;Municipal Police
AGG_001865;Keizer;Municipal Police
AGG_001866;Gresham;Municipal Police
AGG_001867;Troutdale;Municipal Police
AGG_001868;Umatilla;Sheriff
AGG_001869;Beaverton;Municipal Police
AGG_001870;Hillsboro;Municipal Police
AGG_001871;Yamhill;Sheriff
AGG_001872;Cumberland Township;Municipal Police
AGG_001873;State Police: Adams County;State Police
AGG_001874;Carnegie;Municipal Police
AGG_001875;Duquesne;Municipal Police
AGG_001876;Mckeesport;Municipal Police
AGG_001877;Mckees Rocks;Municipal Police
AGG_001878;Mount Lebanon;Municipal Police
AGG_001879;Penn Hills;Municipal Police
AGG_001880;Ross Township;Municipal Police
AGG_001881;Wilkinsburg;Municipal Police
AGG_001882;Moon Township;Municipal Police
AGG_001883;Swissvale;Municipal Police
AGG_001884;Emsworth;Municipal Police
AGG_001885;Verona;Municipal Police
AGG_001886;Kittanning;Municipal Police
AGG_001887;State Police: Armstrong County;State Police
AGG_001888;Aliquippa;Municipal Police
AGG_001889;Patterson Area;Municipal Police
AGG_001890;State Police: Beaver County;State Police
AGG_001891;Reading;Municipal Police
AGG_001892;Bern Township;Regional Police
AGG_001893;Central Berks Regional;Regional Police
AGG_001894;Martinsburg;Municipal Police
AGG_001895;State Police: Bradford County;State Police
AGG_001896;Bensalem Township;Municipal Police
AGG_001897;Bristol Township;Municipal Police
AGG_001898;Tinicum Township;Municipal Police
AGG_001899;Bedminster Township;Municipal Police
AGG_001900;Richland Township;Regional Police
AGG_001901;State Police: Bucks County;State Police
AGG_001902;Butler;Municipal Police
AGG_001903;Butler Township;Municipal Police
AGG_001904;State Police: Cambria County;State Police
AGG_001905;Lehighton;Municipal Police
AGG_001906;State Police: Carbon County;State Police
AGG_001907;State College;Municipal Police
AGG_001908;Patton Township;Municipal Police
AGG_001909;Coatesville;Municipal Police
AGG_001910;Downingtown;Municipal Police
AGG_001911;West Chester;Municipal Police
AGG_001912;West Goshen Township;Municipal Police
AGG_001913;State Police: Chester County;State Police
AGG_001914;State Police: Clearfield County;State Police
AGG_001915;State Police: Columbia County;State Police
AGG_001916;Meadville;Municipal Police
AGG_001917;Conneaut Lake Regional;Sheriff
AGG_001918;Camp Hill;Municipal Police
AGG_001919;Carlisle;Municipal Police
AGG_001920;Mechanicsburg;Municipal Police
AGG_001921;North Middleton Township;Municipal Police
AGG_001922;Harrisburg;Municipal Police
AGG_001923;Steelton;Municipal Police
AGG_001924;Chester;Municipal Police
AGG_001925;Ridley Township;Municipal Police
AGG_001926;Upper Darby Township;Municipal Police
AGG_001927;Yeadon;Municipal Police
AGG_001928;State Police: Delaware County;State Police
AGG_001929;Erie;Municipal Police
AGG_001930;Millcreek Township;Municipal Police
AGG_001931;Connellsville;Municipal Police
AGG_001932;Uniontown;Municipal Police
AGG_001933;State Police: Fayette County;State Police
AGG_001934;Chambersburg;Municipal Police
AGG_001935;State Police: Huntingdon County;State Police
AGG_001936;Blairsville;Municipal Police
AGG_001937;Northwest Regional;Municipal Police
AGG_001938;East Lampeter Township;Municipal Police
AGG_001939;State Police: Lancaster County;State Police
AGG_001940;New Castle;Municipal Police
AGG_001941;Neshannock Township;Municipal Police
AGG_001942;Lebanon;Municipal Police
AGG_001943;County Detectives: Lebanon County;Sheriff
AGG_001944;State Police: Lebanon County;State Police
AGG_001945;Allentown;Municipal Police
AGG_001946;Whitehall Township;Municipal Police
AGG_001947;State Police: Lehigh County;State Police
AGG_001948;Edwardsville;Municipal Police
AGG_001949;Hazleton;Municipal Police
AGG_001950;Wilkes-Barre;Municipal Police
AGG_001951;Newport Township;Municipal Police
AGG_001952;Plains Township;Municipal Police
AGG_001953;State Police: Luzerne County;State Police
AGG_001954;Williamsport;Municipal Police
AGG_001955;Foster Township;Municipal Police
AGG_001956;Grove City;Municipal Police
AGG_001957;Sharon;Municipal Police
AGG_001958;State Police: Mercer County;State Police
AGG_001959;Mifflin County Regional;Regional Police
AGG_001960;Stroud Area Regional;Regional Police
AGG_001961;Pocono Mountain Regional;Regional Police
AGG_001962;State Police: Monroe County;State Police
AGG_001963;Abington Township;Municipal Police
AGG_001964;Cheltenham Township;Municipal Police
AGG_001965;East Norriton Township;Municipal Police
AGG_001966;Lower Merion Township;Municipal Police
AGG_001967;Lower Providence Township;Municipal Police
AGG_001968;Norristown;Municipal Police
AGG_001969;Plymouth Township;Municipal Police
AGG_001970;Pottstown;Municipal Police
AGG_001971;Upper Merion Township;Municipal Police
AGG_001972;Upper Moreland Township;Municipal Police
AGG_001973;State Police: Skippack;State Police
AGG_001974;Bethlehem;Municipal Police
AGG_001975;Easton;Municipal Police
AGG_001976;State Police: Northampton County;State Police
AGG_001977;Shamokin;Municipal Police
AGG_001978;State Police: Northumberland County;State Police
AGG_001979;Orwigsburg;Municipal Police
AGG_001980;Conemaugh Township;Municipal Police
AGG_001981;Oil City;Municipal Police
AGG_001982;Greensburg;Municipal Police
AGG_001983;New Kensington;Municipal Police
AGG_001984;State Police: Westmoreland County;State Police
AGG_001985;Northern York Regional;Regional Police
AGG_001986;Northeastern Regional;Regional Police
AGG_001987;York Area Regional;Municipal Police
AGG_001988;Carroll Township;Municipal Police
AGG_001989;Newberry Township;Municipal Police
AGG_001990;State Police: York County;State Police
AGG_001991;Philadelphia;Municipal Police
AGG_001992;Pittsburgh;Municipal Police
AGG_001993;Coventry;Municipal Police
AGG_001994;Warwick;Municipal Police
AGG_001995;West Warwick;Municipal Police
AGG_001996;Central Falls;Municipal Police
AGG_001997;Cranston;Municipal Police
AGG_001998;East Providence;Municipal Police
AGG_001999;North Providence;Municipal Police
AGG_002000;Pawtucket;Municipal Police
AGG_002001;Providence;Municipal Police
AGG_002002;Rhode Island State Police Headquarters;State Police
AGG_002003;Abbeville;Municipal Police
AGG_002004;Aiken;Sheriff
AGG_002005;Aiken;Municipal Police
AGG_002006;North Augusta;Municipal Police
AGG_002007;Allendale;Sheriff
AGG_002008;Allendale;Municipal Police
AGG_002009;Anderson;Sheriff
AGG_002010;Belton;Municipal Police
AGG_002011;Bamberg;Sheriff
AGG_002012;Barnwell;Sheriff
AGG_002013;Beaufort;Sheriff
AGG_002014;Berkeley;Sheriff
AGG_002015;St. Stephen;Municipal Police
AGG_002016;Hanahan;Municipal Police
AGG_002017;Charleston;Sheriff
AGG_002018;Sullivans Island;Municipal Police
AGG_002019;North Charleston;Municipal Police
AGG_002020;Chester;Sheriff
AGG_002021;Pageland;Municipal Police
AGG_002022;Colleton;Sheriff
AGG_002023;Darlington;Municipal Police
