ID_AGENCY;Agency Name;Agency Type
AGG_005386;State Police: Clay;State Police
AGG_005387;State Police: Franklin;State Police
AGG_005388;State Police: Hinton;State Police
AGG_005389;State Police: Gauley Bridge;State Police
AGG_005390;State Police: Williamson;State Police
AGG_005391;Wheatland;Municipal Police
AGG_005392;North Bay Village;Municipal Police
AGG_005393;Havana;Municipal Police
AGG_005394;Liberty County;Sheriff
AGG_005395;Lake Alfred;Municipal Police
AGG_005396;Bristol Bay Borough;County Police
AGG_005397;Arkansas County;Sheriff
AGG_005398;Baxter County;Sheriff
AGG_005399;Benton County;Sheriff
AGG_005400;Boone County;Sheriff
AGG_005401;Gurdon;Municipal Police
AGG_005402;Cleburne County;Sheriff
AGG_005403;Crawford County;Sheriff
AGG_005404;Faulkner County;Sheriff
AGG_005405;Garland County;Sheriff
AGG_005406;Independence County;Sheriff
AGG_005407;Izard County;Sheriff
AGG_005408;White Hall;Municipal Police
AGG_005409;Johnson County;Sheriff
AGG_005410;Logan County;Sheriff
AGG_005411;Lonoke County;Sheriff
AGG_005412;Flippin;Municipal Police
AGG_005413;Nevada County;Sheriff
AGG_005414;Ouachita County;Sheriff
AGG_005415;Pike County;Sheriff
AGG_005416;St. Francis County;Sheriff
AGG_005417;Ash Flat;Municipal Police
AGG_005418;Van Buren County;Sheriff
AGG_005419;Greenland;Municipal Police
AGG_005420;White County;Sheriff
AGG_005421;Cochise County;Sheriff
AGG_005422;Bisbee;Municipal Police
AGG_005423;Coconino County;Sheriff
AGG_005424;Page;Municipal Police
AGG_005425;Gila County;Sheriff
AGG_005426;Maricopa County;Sheriff
AGG_005427;Mohave County;Sheriff
AGG_005428;Pima County;Sheriff
AGG_005429;Pinal County;Sheriff
AGG_005430;Yavapai County;Sheriff
AGG_005431;Chino Valley;Municipal Police
AGG_005432;Yuma County;Sheriff
AGG_005433;San Luis;Municipal Police
AGG_005434;Alameda County;Sheriff
AGG_005435;University of California: Berkeley;Special Police
AGG_005436;Butte County;Sheriff
AGG_005437;Calaveras County;Sheriff
AGG_005438;Contra Costa County;Sheriff
AGG_005439;San Francisco Bay Area Rapid Transit: Contra Costa;Special Police
AGG_005440;Del Norte County;Sheriff
AGG_005441;El Dorado County;Sheriff
AGG_005442;Fresno County;Sheriff
AGG_005443;Humboldt County;Sheriff
AGG_005444;Arcata;Municipal Police
AGG_005445;Rio Dell;Municipal Police
AGG_005446;Imperial County;Sheriff
AGG_005447;Kern County;Sheriff
AGG_005448;Kings County;Sheriff
AGG_005449;Los Angeles County;Sheriff
AGG_005450;Madera County;Sheriff
AGG_005451;Marin County;Sheriff
AGG_005452;Mendocino County;Sheriff
AGG_005453;Merced County;Sheriff
AGG_005454;Hp: Merced County;State Police
AGG_005455;Modoc County;Sheriff
AGG_005456;Monterey County;Sheriff
AGG_005457;Placer County;Sheriff
AGG_005458;Plumas County;Sheriff
AGG_005459;Riverside County;Sheriff
AGG_005460;Sacramento County;Sheriff
AGG_005461;Rancho Cordova;Municipal Police
AGG_005462;Citrus Heights;Municipal Police
AGG_005463;San Bernardino County;Sheriff
AGG_005464;Patton State Hospital;Special Police
AGG_005465;San Bernardino County;State Police
AGG_005466;San Diego County;Sheriff
AGG_005467;San Joaquin County;Sheriff
AGG_005468;San Luis Obispo County;Sheriff
AGG_005469;Santa Barbara County;Sheriff
AGG_005470;Santa Clara County;Sheriff
AGG_005471;Santa Cruz County;Sheriff
AGG_005472;Shasta County;Sheriff
AGG_005473;Etna;Municipal Police
AGG_005474;Solano County;Sheriff
AGG_005475;Sonoma County;Sheriff
AGG_005476;Stanislaus County;Sheriff
AGG_005477;Sutter County;Sheriff
AGG_005478;Tehama County;Sheriff
AGG_005479;Trinity County;Sheriff
AGG_005480;Tulare County;Sheriff
AGG_005481;Ventura County;Sheriff
AGG_005482;Yuba County;Sheriff
AGG_005483;Adams County;Sheriff
AGG_005484;Arapahoe County;Sheriff
AGG_005485;Conejos County;Sheriff
AGG_005486;Delta County;Sheriff
AGG_005487;Eagle County;Sheriff
AGG_005488;El Paso County;Sheriff
AGG_005489;Manitou Springs;Municipal Police
AGG_005490;Garfield County;Sheriff
AGG_005491;Rifle;Municipal Police
AGG_005492;Gunnison;Municipal Police
AGG_005493;Huerfano County;Sheriff
AGG_005494;La Veta;Municipal Police
AGG_005495;Larimer County;Sheriff
AGG_005496;Mesa County;Sheriff
AGG_005497;Park County;Sheriff
AGG_005498;Pueblo County;Sheriff
AGG_005499;Routt County;Sheriff
AGG_005500;Summit County;Sheriff
AGG_005501;Teller County;Sheriff
AGG_005502;Fgc: Brevard County;Special Police
AGG_005503;Cooper City;Municipal Police
AGG_005504;Surfside;Municipal Police
AGG_005505;El Portal;Municipal Police
AGG_005506;Indian River Shores;Special Police
AGG_005507;Graceville;Municipal Police
AGG_005508;Lady Lake;Municipal Police
AGG_005509;Tequesta;Municipal Police
AGG_005510;Palm Beach County School District;Special Police
AGG_005511;Lake Helen;Municipal Police
AGG_005512;Orange City;Municipal Police
AGG_005513;Appling County;Sheriff
AGG_005514;Baldwin County;Sheriff
AGG_005515;Barrow County;Sheriff
AGG_005516;Ben Hill County;Sheriff
AGG_005517;Bibb County;Sheriff
AGG_005518;Brooks County;Sheriff
AGG_005519;Bulloch County;Sheriff
AGG_005520;Burke County;Sheriff
AGG_005521;Camden County;Sheriff
AGG_005522;Carroll County;Sheriff
AGG_005523;Savannah State Universit;Special Police
AGG_005524;Cherokee County;Sheriff
AGG_005525;Coffee County;Sheriff
AGG_005526;Cook County;Sheriff
AGG_005527;Georgia Perimeter Colleg;Special Police
AGG_005528;Dodge County;Sheriff
AGG_005529;Douglas County;Sheriff
AGG_005530;Effingham County;Sheriff
AGG_005531;Emanuel County;Sheriff
AGG_005532;Swainsboro;Municipal Police
AGG_005533;Fannin County;Sheriff
AGG_005534;Fayette County;Sheriff
AGG_005535;Johns Creek;Municipal Police
AGG_005536;Lilburn;Municipal Police
AGG_005537;Hall County;Sheriff
AGG_005538;Houston County;Sheriff
AGG_005539;Arcade;Municipal Police
AGG_005540;Jones County;Sheriff
AGG_005541;Laurens County;Sheriff
AGG_005542;Lincoln County;Sheriff
AGG_005543;Lowndes County;Sheriff
AGG_005544;Mcduffie County;Sheriff
AGG_005545;Meriwether County;Sheriff
AGG_005546;Mitchell County;Sheriff
AGG_005547;Muscogee County;Sheriff
AGG_005548;Newton County;Sheriff
AGG_005549;Paulding County;Sheriff
AGG_005550;Augusta-Richmond County;Sheriff
AGG_005551;Rockdale County;Sheriff
AGG_005552;Tift County;Sheriff
AGG_005553;Towns County;Sheriff
AGG_005554;Turner County;Sheriff
AGG_005555;Twiggs County;Sheriff
AGG_005556;Ware County;Sheriff
AGG_005557;Sandersville;Municipal Police
AGG_005558;Wayne County;Sheriff
AGG_005559;Whitfield County;Sheriff
AGG_005560;Hawaii County;Sheriff
AGG_005561;Honolulu County;Sheriff
AGG_005562;Kauai County;Sheriff
AGG_005563;Maui County;Sheriff
AGG_005564;Cherokee;Municipal Police
AGG_005565;Dallas County;Sheriff
AGG_005566;Dickinson County;Sheriff
AGG_005567;Sac County;Sheriff
AGG_005568;Webster County;Sheriff
AGG_005569;Worth County;Sheriff
AGG_005570;Bannock County;Sheriff
AGG_005571;Hailey;Municipal Police
AGG_005572;Sandpoint;Municipal Police
AGG_005573;Bonneville County;Sheriff
AGG_005574;Canyon County;Sheriff
AGG_005575;Elmore County;Sheriff
AGG_005576;Emmett;Municipal Police
AGG_005577;Gooding;Municipal Police
AGG_005578;Idaho County;Sheriff
AGG_005579;Kootenai County;Sheriff
AGG_005580;Minidoka County;Sheriff
AGG_005581;Oneida County;Sheriff
AGG_005582;Osburn;Municipal Police
AGG_005583;Twin Falls County;Sheriff
AGG_005584;Allen County;Sheriff
AGG_005585;Bartholomew County;Sheriff
AGG_005586;Elkhart County;Sheriff
AGG_005587;Floyd County;Sheriff
AGG_005588;Greene County;Sheriff
AGG_005589;Fishers;Municipal Police
AGG_005590;Harrison County;Sheriff
AGG_005591;Kosciusko County;Sheriff
AGG_005592;La Porte County;Sheriff
AGG_005593;Marshall County;Sheriff
AGG_005594;Parke County;Sheriff
AGG_005595;St. Joseph County;Sheriff
AGG_005596;Starke County;Sheriff
AGG_005597;Steuben County;Sheriff
AGG_005598;Angola;Municipal Police
AGG_005599;Vigo County;Sheriff
AGG_005600;State Police: Vigo County;State Police
AGG_005601;Barton County;Sheriff
AGG_005602;Bourbon County;Sheriff
AGG_005603;Butler County;Sheriff
AGG_005604;Cheyenne County;Sheriff
AGG_005605;Finney County;Sheriff
AGG_005606;Greenwood County;Sheriff
AGG_005607;Leavenworth County;Sheriff
AGG_005608;Saline County;Sheriff
AGG_005609;Sedgwick County;Sheriff
AGG_005610;Park City;Municipal Police
AGG_005611;Seward County;Sheriff
AGG_005612;Sumner County;Sheriff
AGG_005613;Colby;Municipal Police
AGG_005614;Christian County;Sheriff
AGG_005615;Clark County;Sheriff
AGG_005616;Greenup County;Sheriff
AGG_005617;Russell;Municipal Police
AGG_005618;Hardin County;Sheriff
AGG_005619;St. Matthews;Municipal Police
AGG_005620;Jessamine County;Sheriff
AGG_005621;Laurel County;Sheriff
AGG_005622;Lawrence County;Sheriff
AGG_005623;Lewis County;Sheriff
AGG_005624;Salyersville;Municipal Police
AGG_005625;Montgomery County;Sheriff
AGG_005626;Nelson County;Sheriff
AGG_005627;Hazard;Municipal Police
AGG_005628;Pulaski County;Sheriff
AGG_005629;Simpson County;Sheriff
AGG_005630;Acadia County;Sheriff
AGG_005631;Rayne;Municipal Police
AGG_005632;Ascension County;Sheriff
AGG_005633;Bossier County;Sheriff
AGG_005634;Calcasieu County;Sheriff
AGG_005635;Caldwell County;Sheriff
AGG_005636;Concordia County;Sheriff
AGG_005637;East Baton Rouge County;Sheriff
AGG_005638;East Feliciana County;Sheriff
AGG_005639;Evangeline County;Sheriff
AGG_005640;Grant County;Sheriff
AGG_005641;Iberia County;Sheriff
AGG_005642;Lafourche County;Sheriff
AGG_005643;Livingston County;Sheriff
AGG_005644;Natchitoches County;Sheriff
AGG_005645;Plaquemines County;Sheriff
AGG_005646;Pointe Coupee County;Sheriff
AGG_005647;Rapides County;Sheriff
AGG_005648;Sabine County;Sheriff
AGG_005649;Many;Municipal Police
AGG_005650;St. Charles County;Sheriff
AGG_005651;St. James County;Sheriff
AGG_005652;St. John The Baptist County;Sheriff
AGG_005653;St. Landry County;Sheriff
AGG_005654;St. Martin County;Sheriff
AGG_005655;St. Mary County;Sheriff
AGG_005656;Berwick;Municipal Police
AGG_005657;Tangipahoa County;Sheriff
AGG_005658;Terrebonne County;Sheriff
AGG_005659;Vermilion County;Sheriff
AGG_005660;Vernon County;Sheriff
AGG_005661;Winnfield;Municipal Police
AGG_005662;Seekonk;Municipal Police
AGG_005663;Natick;Municipal Police
AGG_005664;Un Of Ma: Med Ctr, Worc;Special Police
AGG_005665;Calvert County;Sheriff
AGG_005666;Cecil County;Sheriff
AGG_005667;Charles County;Sheriff
AGG_005668;Frederick County;Sheriff
AGG_005669;Harford County;Sheriff
AGG_005670;National Capital Park Police: Prince George's Coun;Special Police
AGG_005671;New Carrollton;Municipal Police
AGG_005672;Queen Anne's County;Sheriff
AGG_005673;St. Mary's County;Sheriff
AGG_005674;Wicomico County;Sheriff
AGG_005675;Ocean City;Municipal Police
AGG_005676;State Police: Charles County;State Police
AGG_005677;Ellsworth;Municipal Police
AGG_005678;Old Town;Municipal Police
AGG_005679;Sp: Benzie County;State Police
AGG_005680;Clayton Township;Municipal Police
AGG_005681;Houghton;Municipal Police
AGG_005682;Ionia;Municipal Police
AGG_005683;Oscoda Township;Municipal Police
AGG_005684;Fowlerville;Municipal Police
AGG_005685;Unadilla Township;Municipal Police
AGG_005686;Sp: Mason County;State Police
AGG_005687;Mecosta;Sheriff
AGG_005688;Wixom;Municipal Police
AGG_005689;Caro;Municipal Police
AGG_005690;Grosse Pointe Park;Municipal Police
AGG_005691;Cadillac;Municipal Police
AGG_005692;Anoka County;Sheriff
AGG_005693;Becker County;Sheriff
AGG_005694;Detroit Lakes;Municipal Police
AGG_005695;Beltrami County;Sheriff
AGG_005696;Carver County;Sheriff
AGG_005697;Clearwater County;Sheriff
AGG_005698;Crow Wing County;Sheriff
AGG_005699;West St. Paul;Municipal Police
AGG_005700;South Lake Minnetonka;Municipal Police
AGG_005701;Orono;Municipal Police
AGG_005702;Champlin;Municipal Police
AGG_005703;Hubbard County;Sheriff
AGG_005704;Itasca County;Sheriff
AGG_005705;Kandiyohi County;Sheriff
AGG_005706;Morrison County;Sheriff
AGG_005707;Otter Tail County;Sheriff
AGG_005708;Pope County;Sheriff
AGG_005709;Shoreview;Municipal Police
AGG_005710;Redwood Falls;Municipal Police
AGG_005711;Faribault;Municipal Police
AGG_005712;St. Louis County;Sheriff
AGG_005713;Sherburne County;Sheriff
AGG_005714;Stearns County;Sheriff
AGG_005715;Todd County;Sheriff
AGG_005716;St. Paul Park;Municipal Police
AGG_005717;Wright County;Sheriff
AGG_005718;Buchanan County;Sheriff
AGG_005719;Callaway County;Sheriff
AGG_005720;Cole County;Sheriff
AGG_005721;Cooper County;Sheriff
AGG_005722;Henry County;Sheriff
AGG_005723;Howell County;Sheriff
AGG_005724;Jasper County;Sheriff
AGG_005725;Miller County;Sheriff
AGG_005726;Morgan County;Sheriff
AGG_005727;Nodaway County;Sheriff
AGG_005728;Ozark County;Sheriff
AGG_005729;Perry County;Sheriff
AGG_005730;Pettis County;Sheriff
AGG_005731;Ripley County;Sheriff
AGG_005732;St. Francois County;Sheriff
AGG_005733;Bellefontaine Neighbors;Municipal Police
AGG_005734;Town and Country;Municipal Police
AGG_005735;Ste. Genevieve County;Sheriff
AGG_005736;Puxico;Municipal Police
AGG_005737;Stone County;Sheriff
AGG_005738;Texas County;Sheriff
AGG_005739;George County;Sheriff
AGG_005740;Hancock County;Sheriff
AGG_005741;Hinds County;Sheriff
AGG_005742;Byram;Municipal Police
AGG_005743;Lauderdale County;Sheriff
AGG_005744;Leflore County;Sheriff
AGG_005745;Panola County;Sheriff
AGG_005746;Scott County;Sheriff
AGG_005747;Warren County;Sheriff
AGG_005748;Whitefish;Municipal Police
AGG_005749;Lewis and Clark County;Sheriff
AGG_005750;Silver Bow County;Sheriff
AGG_005751;Buffalo County;Sheriff
AGG_005752;Dakota County;Sheriff
AGG_005753;Ralston;Municipal Police
AGG_005754;Sarpy County;Sheriff
AGG_005755;Alamance County;Sheriff
AGG_005756;Anson County;Sheriff
AGG_005757;Newland;Municipal Police
AGG_005758;Beaufort County;Sheriff
AGG_005759;Bladen County;Sheriff
AGG_005760;Brunswick County;Sheriff
AGG_005761;Buncombe County;Sheriff
AGG_005762;Cabarrus County;Sheriff
AGG_005763;Carteret County;Sheriff
AGG_005764;Caswell County;Sheriff
AGG_005765;Catawba County;Sheriff
AGG_005766;Chatham County;Sheriff
AGG_005767;Chowan County;Sheriff
AGG_005768;Cleveland County;Sheriff
AGG_005769;Columbus County;Sheriff
AGG_005770;Cumberland County;Sheriff
AGG_005771;Dare County;Sheriff
AGG_005772;Davidson County;Sheriff
AGG_005773;Durham County;Sheriff
AGG_005774;Edgecombe County;Sheriff
AGG_005775;Forsyth County;Sheriff
AGG_005776;Granville County;Sheriff
AGG_005777;Halifax County;Sheriff
AGG_005778;Harnett County;Sheriff
AGG_005779;Haywood County;Sheriff
AGG_005780;Henderson County;Sheriff
AGG_005781;Hoke County;Sheriff
AGG_005782;Iredell County;Sheriff
AGG_005783;Johnston County;Sheriff
AGG_005784;Lenoir County;Sheriff
AGG_005785;Mcdowell County;Sheriff
AGG_005786;Moore County;Sheriff
AGG_005787;Vass;Municipal Police
AGG_005788;Nash County;Sheriff
AGG_005789;New Hanover County;Sheriff
AGG_005790;Rich Square;Municipal Police
AGG_005791;North Topsail Beach;Municipal Police
AGG_005792;Pasquotank County;Sheriff
AGG_005793;Pender County;Sheriff
AGG_005794;Person County;Sheriff
AGG_005795;Pitt County;Sheriff
AGG_005796;Randolph County;Sheriff
AGG_005797;Robeson County;Sheriff
AGG_005798;Rockingham County;Sheriff
AGG_005799;Mayodan;Municipal Police
AGG_005800;Rowan County;Sheriff
AGG_005801;Rutherford County;Sheriff
AGG_005802;Sampson County;Sheriff
AGG_005803;Scotland County;Sheriff
AGG_005804;Stokes County;Sheriff
AGG_005805;Swain County;Sheriff
AGG_005806;Vance County;Sheriff
AGG_005807;Wake County;Sheriff
AGG_005808;Wilkes County;Sheriff
AGG_005809;Yadkin County;Sheriff
AGG_005810;Yancey County;Sheriff
AGG_005811;Bottineau County;Sheriff
AGG_005812;Burleigh County;Sheriff
AGG_005813;Grand Forks County;Sheriff
AGG_005814;Williams County;Sheriff
AGG_005815;Hinsdale;Municipal Police
AGG_005816;Emerson;Municipal Police
AGG_005817;Chesilhurst;Municipal Police
AGG_005818;Merchantville;Municipal Police
AGG_005819;Oaklyn;Municipal Police
AGG_005820;Millburn Township;Municipal Police
AGG_005821;East Greenwich Township;Municipal Police
AGG_005822;Hopewell Township;Municipal Police
AGG_005823;South River;Municipal Police
AGG_005824;Kinnelon;Municipal Police
AGG_005825;Parsippany-Troy Hills Township;Municipal Police
AGG_005826;Beachwood;Municipal Police
AGG_005827;Little Falls Township;Municipal Police
AGG_005828;Clark Township;Municipal Police
AGG_005829;Newark County;Municipal Police
AGG_005830;Bernalillo County;Sheriff
AGG_005831;Chaves County;Sheriff
AGG_005832;Dona Ana County;Sheriff
AGG_005833;Lea County;Sheriff
AGG_005834;Mckinley County;Sheriff
AGG_005835;Rio Arriba County;Sheriff
AGG_005836;San Juan County;Sheriff
AGG_005837;Santa Fe County;Sheriff
AGG_005838;Taos County;Sheriff
AGG_005839;Valencia County;Sheriff
AGG_005840;Las Vegas Metro;Municipal Police
AGG_005841;Carlin;Municipal Police
AGG_005842;Lyon County;Sheriff
AGG_005843;Nye County;Sheriff
AGG_005844;Carson City County;Sheriff
AGG_005845;Washoe County;Sheriff
AGG_005846;Broome County;Sheriff
AGG_005847;Cattaraugus County;Sheriff
AGG_005848;Cayuga County;Sheriff
AGG_005849;Chautauqua County;Sheriff
AGG_005850;Chenango County;Sheriff
AGG_005851;Erie County;Sheriff
AGG_005852;Lackawanna;Municipal Police
AGG_005853;Hamburg Town;Municipal Police
AGG_005854;Saranac Lake Village;Municipal Police
AGG_005855;Fulton County;Sheriff
AGG_005856;East Rochester Village;Municipal Police
AGG_005857;Brighton Town;Municipal Police
AGG_005858;Nyc Metro Trnsprtn Auth;Special Police
AGG_005859;North Tonawanda;Municipal Police
AGG_005860;Onondaga County;Sheriff
AGG_005861;Walden Village;Municipal Police
AGG_005862;Orleans County;Sheriff
AGG_005863;Oswego County;Sheriff
AGG_005864;Oswego City;Municipal Police
AGG_005865;Otsego County;Sheriff
AGG_005866;Saratoga Springs;Municipal Police
AGG_005867;Scotia Village;Municipal Police
AGG_005868;Rotterdam Town;Municipal Police
AGG_005869;Seneca County;Sheriff
AGG_005870;Tioga County;Sheriff
AGG_005871;Ithaca;Municipal Police
AGG_005872;Ulster County;Sheriff
AGG_005873;Fort Edward Village;Municipal Police
AGG_005874;Sleepy Hollow Village;Municipal Police
AGG_005875;State Police: Rensselaer County (G);State Police
AGG_005876;State Police: St Lawrence County (B);State Police
AGG_005877;State Police: Seneca County (E);State Police
AGG_005878;Ashtabula County;Sheriff
AGG_005879;Athens County;Sheriff
AGG_005880;Glouster;Municipal Police
AGG_005881;Clermont County;Sheriff
AGG_005882;Columbiana County;Sheriff
AGG_005883;Coshocton County;Sheriff
AGG_005884;Brook Park;Municipal Police
AGG_005885;Darke County;Sheriff
AGG_005886;Fairfield County;Sheriff
AGG_005887;Grandview Heights;Municipal Police
AGG_005888;Mifflin Township;Municipal Police
AGG_005889;Gallia County;Sheriff
AGG_005890;Geauga County;Sheriff
AGG_005891;Guernsey County;Sheriff
AGG_005892;Lincoln Heights;Municipal Police
AGG_005893;Woodlawn;Municipal Police
AGG_005894;Colerain Township;Municipal Police
AGG_005895;Highland County;Sheriff
AGG_005896;Wintersville;Municipal Police
AGG_005897;Licking County;Sheriff
AGG_005898;Boardman;Municipal Police
AGG_005899;Medina;Municipal Police
AGG_005900;Meigs County;Sheriff
AGG_005901;Muskingum County;Sheriff
AGG_005902;Ottawa County;Sheriff
AGG_005903;Portage County;Sheriff
AGG_005904;Richland County;Sheriff
AGG_005905;Shelby County;Sheriff
AGG_005906;Tallmadge;Municipal Police
AGG_005907;Wyandot County;Sheriff
AGG_005908;Cincinnati;Municipal Police
AGG_005909;Bryan County;Sheriff
AGG_005910;Caddo County;Sheriff
AGG_005911;Canadian County;Sheriff
AGG_005912;Carter County;Sheriff
AGG_005913;Boise City;Municipal Police
AGG_005914;Custer County;Sheriff
AGG_005915;Grove;Municipal Police
AGG_005916;Garvin County;Sheriff
AGG_005917;Grady County;Sheriff
AGG_005918;Hughes County;Sheriff
AGG_005919;Blackwell;Municipal Police
AGG_005920;Le Flore County;Sheriff
AGG_005921;Love County;Sheriff
AGG_005922;Mcintosh County;Sheriff
AGG_005923;Muskogee County;Sheriff
AGG_005924;Oklahoma County;Sheriff
AGG_005925;Osage County;Sheriff
AGG_005926;Pawnee County;Sheriff
AGG_005927;Payne County;Sheriff
AGG_005928;Pottawatomie County;Sheriff
AGG_005929;Mcloud;Municipal Police
AGG_005930;Pushmataha County;Sheriff
AGG_005931;Sequoyah County;Sheriff
AGG_005932;Tulsa County;Sheriff
AGG_005933;Wagoner County;Sheriff
AGG_005934;Clackamas County;Sheriff
AGG_005935;Oregon City;Municipal Police
AGG_005936;Coos County;Sheriff
AGG_005937;Coos Bay;Municipal Police
AGG_005938;Deschutes County;Sheriff
AGG_005939;State Police: Josephine County;State Police
AGG_005940;Klamath County;Sheriff
AGG_005941;Linn County;Sheriff
AGG_005942;Malheur County;Sheriff
AGG_005943;State Police: Malheur County;State Police
AGG_005944;Turner;Municipal Police
AGG_005945;State Police: Marion County;State Police
AGG_005946;State Police: Sherman County;State Police
AGG_005947;Tillamook County;Sheriff
AGG_005948;Umatilla County;Sheriff
AGG_005949;Carroll Valley;Municipal Police
AGG_005950;Coraopolis;Municipal Police
AGG_005951;Reserve Township;Municipal Police
AGG_005952;North Fayette Township;Municipal Police
AGG_005953;Pine-Marshall-Bradford Woods;Regional Police
AGG_005954;Braddock;Municipal Police
AGG_005955;Munhall;Municipal Police
AGG_005956;East Pittsburgh;Municipal Police
AGG_005957;Leetsdale;Municipal Police
AGG_005958;Port Vue;Municipal Police
AGG_005959;State Police: Allegheny County;State Police
AGG_005960;Doylestown;Municipal Police
AGG_005961;Morrisville;Municipal Police
AGG_005962;Richland Township;Municipal Police
AGG_005963;Weatherly;Municipal Police
AGG_005964;North Coventry Township;Municipal Police
AGG_005965;Caln Township;Municipal Police
AGG_005966;East Fallowfield Townshi;Municipal Police
AGG_005967;Shippensburg;Regional Police
AGG_005968;Highspire;Municipal Police
AGG_005969;Nether Providence Township;Municipal Police
AGG_005970;Parkside;Municipal Police
AGG_005971;State Police: Tionesta;State Police
AGG_005972;South Abington Township;Municipal Police
AGG_005973;Moosic;Municipal Police
AGG_005974;Upper Leacock Township;Regional Police
AGG_005975;Forty Fort;Municipal Police
AGG_005976;Lehman Township;Municipal Police
AGG_005977;Old Lycoming Township;Municipal Police
AGG_005978;Lower Pottsgrove Township;Municipal Police
AGG_005979;Lower Saucon Township;Municipal Police
AGG_005980;Moore Township;Municipal Police
AGG_005981;Mahanoy City;Municipal Police
AGG_005982;Murrysville;Municipal Police
AGG_005983;West York;Municipal Police
AGG_005984;Abbeville County;Sheriff
AGG_005985;Aiken County;Sheriff
AGG_005986;Allendale County;Sheriff
AGG_005987;Anderson County;Sheriff
AGG_005988;Bamberg;Municipal Police
AGG_005989;Barnwell County;Sheriff
AGG_005990;Barnwell;Municipal Police
AGG_005991;Berkeley County;Sheriff
AGG_005992;Goose Creek;Municipal Police
AGG_005993;Charleston County;Sheriff
AGG_005994;Chester County;Sheriff
AGG_005995;Chesterfield County;Sheriff
AGG_005996;Cheraw;Municipal Police
AGG_005997;Clarendon County;Sheriff
AGG_005998;Summerton;Municipal Police
AGG_005999;Turbeville;Municipal Police
AGG_006000;Colleton County;Sheriff
AGG_006001;Darlington County;Sheriff
AGG_006002;Dillon County;Sheriff
AGG_006003;Dorchester County;Sheriff
AGG_006004;Florence County;Sheriff
AGG_006005;Georgetown County;Sheriff
AGG_006006;Greenville County;Sheriff
AGG_006007;Hampton County;Sheriff
AGG_006008;Coastal Carolina Univers;Special Police
AGG_006009;Lancaster County;Sheriff
AGG_006010;Lexington County;Sheriff
AGG_006011;Lexington County Medical Center;Special Police
AGG_006012;Newberry County;Sheriff
AGG_006013;Whitmire;Municipal Police
AGG_006014;Oconee County;Sheriff
AGG_006015;Orangeburg County;Sheriff
AGG_006016;Pickens County;Sheriff
AGG_006017;Saluda County;Sheriff
AGG_006018;Spartanburg County;Sheriff
AGG_006019;Williamsburg County;Sheriff
AGG_006020;York County;Sheriff
AGG_006021;Blount County;Sheriff
AGG_006022;Elizabethton;Municipal Police
AGG_006023;Cheatham County;Sheriff
AGG_006024;Decatur County;Sheriff
AGG_006025;Gibson County;Sheriff
AGG_006026;Grainger County;Sheriff
AGG_006027;Hamblen County;Sheriff
AGG_006028;Hawkins County;Sheriff
AGG_006029;Hickman County;Sheriff
AGG_006030;Knox County;Sheriff
AGG_006031;Hohenwald;Municipal Police
AGG_006032;Loudon County;Sheriff
AGG_006033;Mcminn County;Sheriff
AGG_006034;Maury County;Sheriff
AGG_006035;Obion County;Sheriff
AGG_006036;Overton County;Sheriff
AGG_006037;Rhea County;Sheriff
AGG_006038;Robertson County;Sheriff
AGG_006039;Sevier County;Sheriff
AGG_006040;West Tn Violent Crime Tf;Special Police
AGG_006041;Sullivan County;Sheriff
AGG_006042;Tipton County;Sheriff
AGG_006043;Weakley County;Sheriff
AGG_006044;Angelina County;Sheriff
AGG_006045;Atascosa County;Sheriff
AGG_006046;Bastrop County;Sheriff
AGG_006047;Smithville;Municipal Police
AGG_006048;Beeville;Municipal Police
AGG_006049;Bell County;Sheriff
AGG_006050;Bexar County;Sheriff
AGG_006051;Kirby;Municipal Police
AGG_006052;Bowie County;Sheriff
AGG_006053;Brazoria County;Sheriff
AGG_006054;Oyster Creek;Municipal Police
AGG_006055;Burleson County;Sheriff
AGG_006056;Burnet County;Sheriff
AGG_006057;Granite Shoals;Municipal Police
AGG_006058;Cameron County;Sheriff
AGG_006059;Cass County;Sheriff
AGG_006060;Chambers County;Sheriff
AGG_006061;Melissa;Municipal Police
AGG_006062;Colorado County;Sheriff
AGG_006063;Comal County;Sheriff
AGG_006064;Comanche County;Sheriff
AGG_006065;Concho County;Sheriff
AGG_006066;Crosbyton;Municipal Police
AGG_006067;Univ Of Tx:Sw Medical Sc;Special Police
AGG_006068;Dawson County;Sheriff
AGG_006069;Denton County;Sheriff
AGG_006070;Ponder;Municipal Police
AGG_006071;Dimmit County;Sheriff
AGG_006072;Ector County;Sheriff
AGG_006073;Ellis County;Sheriff
AGG_006074;Erath County;Sheriff
AGG_006075;Stephenville;Municipal Police
AGG_006076;Fort Bend County;Sheriff
AGG_006077;Gaines County;Sheriff
AGG_006078;Galveston County;Sheriff
AGG_006079;Gillespie County;Sheriff
AGG_006080;Goliad County;Sheriff
AGG_006081;Gonzales County;Sheriff
AGG_006082;Gray County;Sheriff
AGG_006083;Grayson County;Sheriff
AGG_006084;Gregg County;Sheriff
AGG_006085;Guadalupe County;Sheriff
AGG_006086;Spearman;Municipal Police
AGG_006087;Harris County;Sheriff
AGG_006088;Lakeview;Regional Police
AGG_006089;Isd: Katy;Special Police
AGG_006090;Hays County;Sheriff
