ID_LOCATION;City;State
LOC_002137;Washington;Iowa
LOC_002138;Adams;Indiana
LOC_002139;Gibson;Indiana
LOC_002140;Montgomery;Indiana
LOC_002141;Parke;Indiana
LOC_002142;Randolph;Indiana
LOC_002143;Ripley;Indiana
LOC_002144;Starke;Indiana
LOC_002145;Steuben;Indiana
LOC_002146;Wells;Indiana
LOC_002147;Bourbon;Kansas
LOC_002148;Cloud;Kansas
LOC_002149;Jefferson;Kansas
LOC_002150;Neosho;Kansas
LOC_002151;Wabaunsee;Kansas
LOC_002152;Harlan;Kentucky
LOC_002153;Hopkins;Kentucky
LOC_002154;Lincoln;Kentucky
LOC_002155;McCreary;Kentucky
LOC_002156;Marion;Kentucky
LOC_002157;Shelby;Kentucky
LOC_002158;Whitley;Kentucky
LOC_002159;Grant;Kentucky
LOC_002160;Rowan;Kentucky
LOC_002161;Pike;Kentucky
LOC_002162;Perry;Kentucky
LOC_002163;Adair;Kentucky
LOC_002164;Grant;Louisiana
LOC_002165;Natchitoches;Louisiana
LOC_002166;Winn;Louisiana
LOC_002167;Hampshire;Massachusetts
LOC_002168;Nantucket;Massachusetts
LOC_002169;Baraga;Michigan
LOC_002170;Eaton;Michigan
LOC_002171;Gladwin;Michigan
LOC_002172;Houghton;Michigan
LOC_002173;Iron;Michigan
LOC_002174;Leelanau;Michigan
LOC_002175;Midland;Michigan
LOC_002176;Ontonagon;Michigan
LOC_002177;Beltrami;Minnesota
LOC_002178;Clay;Minnesota
LOC_002179;Freeborn;Minnesota
LOC_002180;Kanabec;Minnesota
LOC_002181;Nicollet;Minnesota
LOC_002182;Traverse;Minnesota
LOC_002183;Audrain;Missouri
LOC_002184;Benton;Missouri
LOC_002185;Carter;Missouri
LOC_002186;Gasconade;Missouri
LOC_002187;Lewis;Missouri
LOC_002188;Madison;Missouri
LOC_002189;Osage;Missouri
LOC_002190;Ray;Missouri
LOC_002191;Vernon;Missouri
LOC_002192;Webster;Missouri
LOC_002193;Humphreys;Mississippi
LOC_002194;Kemper;Mississippi
LOC_002195;Pontotoc;Mississippi
LOC_002196;Scott;Mississippi
LOC_002197;Yazoo;Mississippi
LOC_002198;Musselshell;Montana
LOC_002199;Rosebud;Montana
LOC_002200;Stillwater;Montana
LOC_002201;Valley;Montana
LOC_002202;Saunders;Nebraska
LOC_002203;Avery;North Carolina
LOC_002204;Madison;North Carolina
LOC_002205;Mitchell;North Carolina
LOC_002206;Yancey;North Carolina
LOC_002207;McHenry;North Dakota
LOC_002208;Pembina;North Dakota
LOC_002209;Stark;North Dakota
LOC_002210;Storey;Nevada
LOC_002211;Cayuga;New York
LOC_002212;Lewis;New York
LOC_002213;Yates;New York
LOC_002214;Guernsey;Ohio
LOC_002215;Lawrence;Ohio
LOC_002216;Logan;Ohio
LOC_002217;Meigs;Ohio
LOC_002218;Shelby;Ohio
LOC_002219;Atoka;Oklahoma
LOC_002220;Tillman;Oklahoma
LOC_002221;Washington;Oklahoma
LOC_002222;Coos;Oregon
LOC_002223;Morrow;Oregon
LOC_002224;Tillamook;Oregon
LOC_002225;Juniata;Pennsylvania
LOC_002226;Calhoun;South Carolina
LOC_002227;Brown;South Dakota
LOC_002228;Hanson;South Dakota
LOC_002229;Sully;South Dakota
LOC_002230;Walworth;South Dakota
LOC_002231;Crockett;Tennessee
LOC_002232;Jackson;Tennessee
LOC_002233;Meigs;Tennessee
LOC_002234;Andrews;Texas
LOC_002235;Carson;Texas
LOC_002236;Cochran;Texas
LOC_002237;Dallam;Texas
LOC_002238;Edwards;Texas
LOC_002239;Fisher;Texas
LOC_002240;Grimes;Texas
LOC_002241;Hamilton;Texas
LOC_002242;Hardeman;Texas
LOC_002243;Hartley;Texas
LOC_002244;Hockley;Texas
LOC_002245;Jackson;Texas
LOC_002246;Llano;Texas
LOC_002247;Mitchell;Texas
LOC_002248;Moore;Texas
LOC_002249;Ochiltree;Texas
LOC_002250;Randall;Texas
LOC_002251;San Saba;Texas
LOC_002252;Terry;Texas
LOC_002253;Yoakum;Texas
LOC_002254;Zavala;Texas
LOC_002255;Bath;Virginia
LOC_002256;Bland;Virginia
LOC_002257;King George;Virginia
LOC_002258;Mathews;Virginia
LOC_002259;Prince George;Virginia
LOC_002260;Jefferson;Washington
LOC_002261;Skamania;Washington
LOC_002262;Clark;Wisconsin
LOC_002263;Dunn;Wisconsin
LOC_002264;Marquette;Wisconsin
LOC_002265;Upshur;West Virginia
LOC_002266;Calhoun;West Virginia
LOC_002267;Grant;West Virginia
LOC_002268;Webster;West Virginia
LOC_002269;Doddridge;West Virginia
LOC_002270;Converse;Wyoming
LOC_002271;Johnson;Wyoming
LOC_002272;Sheridan;Wyoming
LOC_002273;Barbour;Alabama
LOC_002274;Marion;Alabama
LOC_002275;Ashley;Arkansas
LOC_002276;Desha;Arkansas
LOC_002277;Grant;Arkansas
LOC_002278;Hot Spring;Arkansas
LOC_002279;Izard;Arkansas
LOC_002280;Lake;Colorado
LOC_002281;Logan;Colorado
LOC_002282;Clinch;Georgia
LOC_002283;Crawford;Georgia
LOC_002284;Dade;Georgia
LOC_002285;Greene;Georgia
LOC_002286;Morgan;Georgia
LOC_002287;Treutlen;Georgia
LOC_002288;Adams;Iowa
LOC_002289;Davis;Iowa
LOC_002290;Decatur;Iowa
LOC_002291;Kossuth;Iowa
LOC_002292;Lucas;Iowa
LOC_002293;Lyon;Iowa
LOC_002294;Wapello;Iowa
LOC_002295;Wright;Iowa
LOC_002296;Fulton;Indiana
LOC_002297;Harrison;Indiana
LOC_002298;Huntington;Indiana
LOC_002299;Putnam;Indiana
LOC_002300;Comanche;Kansas
LOC_002301;Hamilton;Kansas
LOC_002302;Scott;Kansas
LOC_002303;Wichita;Kansas
LOC_002304;Wilson;Kansas
LOC_002305;Bell;Kentucky
LOC_002306;Boyle;Kentucky
LOC_002307;Breckinridge;Kentucky
LOC_002308;Johnson;Kentucky
LOC_002309;Union;Kentucky
LOC_002310;Allen;Louisiana
LOC_002311;Claiborne;Louisiana
LOC_002312;Tensas;Louisiana
LOC_002313;Emmet;Michigan
LOC_002314;Presque Isle;Michigan
LOC_002315;Jackson;Minnesota
LOC_002316;Le Sueur;Minnesota
LOC_002317;Watonwan;Minnesota
LOC_002318;Caldwell;Missouri
LOC_002319;Carroll;Missouri
LOC_002320;Cedar;Missouri
LOC_002321;Morgan;Missouri
LOC_002322;Prentiss;Mississippi
LOC_002323;Walthall;Mississippi
LOC_002324;Meagher;Montana
LOC_002325;Burt;Nebraska
LOC_002326;Cherry;Nebraska
LOC_002327;Custer;Nebraska
LOC_002328;Kearney;Nebraska
LOC_002329;Kimball;Nebraska
LOC_002330;Griggs;North Dakota
LOC_002331;McIntosh;North Dakota
LOC_002332;Richland;North Dakota
LOC_002333;Highland;Ohio
LOC_002334;Medina;Ohio
LOC_002335;Ottawa;Ohio
LOC_002336;Newport;Rhodes Island
LOC_002337;Hamlin;South Dakota
LOC_002338;Stewart;Tennessee
LOC_002339;Kimble;Texas
LOC_002340;Kinney;Texas
LOC_002341;Menard;Texas
LOC_002342;Grand;Utah
LOC_002343;Sevier;Utah
LOC_002344;Rockbridge;Virginia
LOC_002345;Repressed;Virginia
LOC_002346;Adams;Wisconsin
LOC_002347;Washburn;Wisconsin
LOC_002348;Nome;Alaska
LOC_002349;Northwest Arctic;Alaska
LOC_002350;Matanuska-Susitna;Alaska
LOC_002351;Kit Carson;Colorado
LOC_002352;Lincoln;Colorado
LOC_002353;Bacon;Georgia
LOC_002354;Chattahoochee;Georgia
LOC_002355;Clay;Georgia
LOC_002356;Union;Georgia
LOC_002357;Clay;Iowa
LOC_002358;Hardin;Iowa
LOC_002359;Mahaska;Iowa
LOC_002360;Monroe;Iowa
LOC_002361;Page;Iowa
LOC_002362;Boundary;Idaho
LOC_002363;Valley;Idaho
LOC_002364;Clinton;Indiana
LOC_002365;Miami;Indiana
LOC_002366;Tipton;Indiana
LOC_002367;Crawford;Indiana
LOC_002368;Decatur;Kansas
LOC_002369;Kingman;Kansas
LOC_002370;Labette;Kansas
LOC_002371;Marshall;Kansas
LOC_002372;Trego;Kansas
LOC_002373;Floyd;Kentucky
LOC_002374;Knox;Kentucky
LOC_002375;Lewis;Kentucky
LOC_002376;Nicholas;Kentucky
LOC_002377;Rockcastle;Kentucky
LOC_002378;Wayne;Kentucky
LOC_002379;Woodford;Kentucky
LOC_002380;Crawford;Michigan
LOC_002381;Mecosta;Michigan
LOC_002382;Cass;Minnesota
LOC_002383;Martin;Minnesota
LOC_002384;Rice;Minnesota
LOC_002385;Harrison;Missouri
LOC_002386;Mercer;Missouri
LOC_002387;Moniteau;Missouri
LOC_002388;Reynolds;Missouri
LOC_002389;Amite;Mississippi
LOC_002390;Franklin;Mississippi
LOC_002391;Itawamba;Mississippi
LOC_002392;Leake;Mississippi
LOC_002393;Big Horn;Montana
LOC_002394;Glacier;Montana
LOC_002395;Brown;Nebraska
LOC_002396;Platte;Nebraska
LOC_002397;Red Willow;Nebraska
LOC_002398;York;Nebraska
LOC_002399;Repressed;Nebraska
LOC_002400;Sioux;Nebraska
LOC_002401;Clay;North Carolina
LOC_002402;Tyrrell;North Carolina
LOC_002403;Stutsman;North Dakota
LOC_002404;Cheshire;New Hampshire
LOC_002405;Hidalgo;New Mexico
LOC_002406;Seneca;New York
LOC_002407;Hocking;Ohio
LOC_002408;Vinton;Ohio
LOC_002409;Ellis;Oklahoma
LOC_002410;Kiowa;Oklahoma
LOC_002411;Murray;Oklahoma
LOC_002412;Montour;Pennsylvania
LOC_002413;Brookings;South Dakota
LOC_002414;Collingsworth;Texas
LOC_002415;La Salle;Texas
LOC_002416;Lynn;Texas
LOC_002417;Throckmorton;Texas
LOC_002418;Carbon;Utah
LOC_002419;Essex;Virginia
LOC_002420;Greene;Virginia
LOC_002421;Colonial Heights;Virginia
LOC_002422;Island;Washington
LOC_002423;Kittitas;Washington
LOC_002424;Ashland;Wisconsin
LOC_002425;Pierce;Wisconsin
LOC_002426;Morgan;West Virginia
LOC_002427;Clay;West Virginia
LOC_002428;Pendleton;West Virginia
LOC_002429;Platte;Wyoming
LOC_002430;Weston;Wyoming
LOC_002431;Liberty;Florida
LOC_002432;Bristol Bay;Alaska
LOC_002433;Marion;Arkansas
LOC_002434;Van Buren;Arkansas
LOC_002435;Conejos;Colorado
LOC_002436;Gunnison;Colorado
LOC_002437;Huerfano;Colorado
LOC_002438;Lanier;Georgia
LOC_002439;Lincoln;Georgia
LOC_002440;Turner;Georgia
LOC_002441;Wheeler;Georgia
LOC_002442;Cherokee;Iowa
LOC_002443;Dallas;Iowa
LOC_002444;Mills;Iowa
LOC_002445;Sac;Iowa
LOC_002446;Worth;Iowa
LOC_002447;Gem;Idaho
LOC_002448;Jefferson;Idaho
LOC_002449;Oneida;Idaho
LOC_002450;Brown;Kansas
LOC_002451;Cheyenne;Kansas
LOC_002452;Greenwood;Kansas
LOC_002453;Jackson;Kansas
LOC_002454;Thomas;Kansas
LOC_002455;Lawrence;Kentucky
LOC_002456;Magoffin;Kentucky
LOC_002457;Clearwater;Minnesota
LOC_002458;Pope;Minnesota
LOC_002459;Yellow Medicine;Minnesota
LOC_002460;Chariton;Missouri
LOC_002461;Wayne;Missouri
LOC_002462;Neshoba;Mississippi
LOC_002463;Webster;Nebraska
LOC_002464;Bottineau;North Dakota
LOC_002465;Bowman;North Dakota
LOC_002466;Coos;New Hampshire
LOC_002467;Tioga;New York
LOC_002468;Perry;Ohio
LOC_002469;Putnam;Ohio
LOC_002470;Wyandot;Ohio
LOC_002471;Cimarron;Oklahoma
LOC_002472;Grant;Oklahoma
LOC_002473;Sherman;Oregon
LOC_002474;Forest;Pennsylvania
LOC_002475;Hancock;Tennessee
LOC_002476;Concho;Texas
LOC_002477;Goliad;Texas
LOC_002478;Hansford;Texas
LOC_002479;Refugio;Texas
LOC_002480;Shackelford;Texas
LOC_002481;Summit;Utah
LOC_002482;Buena Vista;Virginia
LOC_002483;Falls Church;Virginia
LOC_002484;Green Lake;Wisconsin
LOC_002485;Tyler;West Virginia
LOC_002486;Park;Wyoming
LOC_002487;Calhoun;Arkansas
LOC_002488;Searcy;Arkansas
LOC_002489;Greenlee;Arizona
LOC_002490;Yuma;Colorado
LOC_002491;Elbert;Georgia
LOC_002492;Wilkes;Georgia
LOC_002493;Delaware;Iowa
LOC_002494;Jefferson;Iowa
LOC_002495;Madison;Idaho
LOC_002496;Owyhee;Idaho
LOC_002497;Dearborn;Indiana
LOC_002498;Lagrange;Indiana
LOC_002499;Jasper;Indiana
LOC_002500;Gove;Kansas
LOC_002501;Lane;Kansas
LOC_002502;Rooks;Kansas
LOC_002503;Morgan;Kentucky
LOC_002504;Catahoula;Louisiana
LOC_002505;Pennington;Minnesota
LOC_002506;Roseau;Minnesota
LOC_002507;Iron;Missouri
LOC_002508;Linn;Missouri
LOC_002509;Copiah;Mississippi
LOC_002510;Jefferson Davis;Mississippi
LOC_002511;McCone;Montana
LOC_002512;Powell;Montana
LOC_002513;Ravalli;Montana
LOC_002514;Teton;Montana
LOC_002515;Antelope;Nebraska
LOC_002516;Cheyenne;Nebraska
LOC_002517;Franklin;Nebraska
LOC_002518;McKenzie;North Dakota
LOC_002519;Mercer;North Dakota
LOC_002520;Mountrail;North Dakota
LOC_002521;Ransom;North Dakota
LOC_002522;Sullivan;New Hampshire
LOC_002523;Schuyler;New York
LOC_002524;Essex;New York
LOC_002525;Champaign;Ohio
LOC_002526;Knox;Ohio
LOC_002527;Morrow;Ohio
LOC_002528;Harney;Oregon
LOC_002529;Wallowa;Oregon
LOC_002530;Lake;South Dakota
LOC_002531;Jim Hogg;Texas
LOC_002532;Juab;Utah
LOC_002533;Northumberland;Virginia
LOC_002534;Columbia;Washington
LOC_002535;Door;Wisconsin
LOC_002536;Kewaunee;Wisconsin
LOC_002537;Niobrara;Wyoming
LOC_002538;La Paz;Arizona
LOC_002539;Clear Creek;Colorado
LOC_002540;Gilpin;Colorado
LOC_002541;Pitkin;Colorado
LOC_002542;San Juan;Colorado
LOC_002543;Poweshiek;Iowa
LOC_002544;Union;Iowa
LOC_002545;Shelby;Indiana
LOC_002546;Martin;Indiana
LOC_002547;Ohio;Indiana
LOC_002548;Haskell;Kansas
LOC_002549;Leslie;Kentucky
LOC_002550;Mackinac;Michigan
LOC_002551;Ogemaw;Michigan
LOC_002552;Benton;Minnesota
LOC_002553;Brown;Minnesota
LOC_002554;Mahnomen;Minnesota
LOC_002555;Dade;Missouri
LOC_002556;Maries;Missouri
LOC_002557;Knox;Nebraska
LOC_002558;Garfield;Nebraska
LOC_002559;Alleghany;North Carolina
LOC_002560;Ashe;North Carolina
LOC_002561;Steele;North Dakota
LOC_002562;Monroe;Ohio
LOC_002563;Davison;South Dakota
LOC_002564;Pickett;Tennessee
LOC_002565;Callahan;Texas
LOC_002566;Garza;Texas
LOC_002567;Hudspeth;Texas
LOC_002568;Winkler;Texas
LOC_002569;Sanpete;Utah
LOC_002570;Patrick;Virginia
LOC_002571;Rusk;Wisconsin
LOC_002572;Taylor;West Virginia
